,Date,Ngene_norm,Ngene,NgeneUCI,NgeneLCI,PMMoV,PMMoV UCI,PMMoV LCI,Ngene_norm_int,positives,Testing,City,pos_rate,positives_raw
0,2021-12-01,5.460935246214885e-06,12610.141532530117,17038.33575582329,7223.060810281124,2309154195.02008,2358494329.317269,2260664533.333333,5.460935246214885e-06,1.0,2820.0,UCDavis,0.0003546099290780142,1.0
1,2021-12-02,7.480181402388465e-06,5587.900358986356,7157.804438206626,4244.851786978557,747027385.8869395,778228843.0409356,714038609.5906433,7.480181402388465e-06,8.0,5489.0,UCDavis,0.0014574603752960467,8.0
2,2021-12-03,5.162079289593722e-06,5076.23055630363,7099.800770957096,2921.101087260726,983369350.1254128,1017208288.2112212,951795440.7920792,5.162079289593722e-06,3.0,2847.0,UCDavis,0.001053740779768177,3.0
3,2021-12-04,7.655477078821515e-06,4593.864657964913,6570.588496842106,2582.969999719299,600075555.1438596,622145953.2350878,578154768.0561404,7.655477078821515e-06,5.0,4246.0,UCDavis,0.0011775788977861517,5.0
4,2021-12-05,9.809500587802224e-06,6338.240702666668,8864.893516,4344.836870666667,646132863.3333334,670421651.2,621073608.4000001,9.809500587802224e-06,3.0,1354.0,UCDavis,0.0022156573116691287,3.0
5,2021-12-06,5.9954681782088665e-06,3454.032739555556,6023.940509866668,876.8665127822223,576107259.1644446,586958767.3600001,564253689.1733335,5.9954681782088665e-06,0.0,1810.0,UCDavis,0.0,0.0
6,2021-12-07,,,,,,,,,2.0,3425.0,UCDavis,0.0005839416058394161,2.0
7,2021-12-08,,,,,,,,,3.0,3949.0,UCDavis,0.0007596859964547987,3.0
8,2021-12-09,,,,,,,,,1.0,2018.0,UCDavis,0.0004955401387512388,1.0
9,2021-12-10,,,,,,,,,0.0,1904.0,UCDavis,0.0,0.0
10,2021-12-11,,,,,,,,,2.0,1626.0,UCDavis,0.0012300123001230013,2.0
11,2021-12-12,,,,,,,,,0.0,757.0,UCDavis,0.0,0.0
12,2021-12-13,,,,,,,,,1.0,1411.0,UCDavis,0.0007087172218284905,1.0
13,2021-12-14,0.0,0.0,0.0,0.0,156705162.7878788,161210181.45454547,152727272.72727275,0.0,4.0,1608.0,UCDavis,0.0024875621890547263,4.0
14,2021-12-15,0.0,0.0,0.0,0.0,115953655.6408163,119903356.8435374,112108843.53741495,0.0,3.0,1653.0,UCDavis,0.0018148820326678765,3.0
15,2021-12-16,0.0,0.0,0.0,0.0,405599558.6448088,412868812.4153007,398688524.590164,0.0,1.0,1734.0,UCDavis,0.0005767012687427913,1.0
16,2021-12-17,0.0,0.0,0.0,0.0,26332152.969696976,28961580.46060606,23829465.92484849,0.0,4.0,1164.0,UCDavis,0.003436426116838488,4.0
17,2021-12-18,2.3651098696713103e-05,3112.552789873418,4971.553504135022,1782.2784810126584,131602883.64556964,136543151.66244727,126919831.2236287,2.3651098696713103e-05,4.0,1354.0,UCDavis,0.0029542097488921715,4.0
18,2021-12-19,0.0,0.0,0.0,0.0,279901772.8888889,284937060.2962964,274867954.96296304,0.0,11.0,577.0,UCDavis,0.019064124783362217,11.0
19,2021-12-20,0.0,0.0,0.0,0.0,34405565.6936937,36762533.10270271,31831720.706306312,0.0,6.0,965.0,UCDavis,0.0062176165803108805,6.0
20,2021-12-21,0.0,0.0,0.0,0.0,165607268.22988504,176378429.90344825,153090694.0321839,0.0,17.0,1650.0,UCDavis,0.010303030303030303,17.0
21,2021-12-22,0.0001079124223006,9777.777777777776,16484.848484848484,2876.767676767677,90608454.23838384,96188393.01818185,83137396.60606061,0.0001079124223006,26.0,2010.0,UCDavis,0.012935323383084577,26.0
22,2021-12-23,8.701298701298702e-05,12838.323353293415,15457.085828343314,10538.922155688624,147544910.17964074,151377245.50898203,142435129.740519,8.701298701298702e-05,28.0,1775.0,UCDavis,0.015774647887323943,28.0
23,2021-12-24,,,,,,,,,0.0,,UCDavis,,0.0
24,2021-12-25,,,,,,,,,0.0,,UCDavis,,0.0
25,2021-12-26,,,,,,,,,0.0,,UCDavis,,0.0
26,2021-12-27,,,,,,,,,17.0,1107.0,UCDavis,0.015356820234869015,17.0
27,2021-12-28,0.0001306201550387,22327.12215320911,25374.741200828157,19279.50310559006,170931677.01863354,180869565.2173913,160331262.9399586,0.0001306201550387,95.0,3471.0,UCDavis,0.027369634111207145,95.0
28,2021-12-29,0.0001831034482758,39062.06896551725,43990.80459770116,34721.83908045977,213333333.33333337,225839080.4597701,200091954.02298853,0.0001831034482758,34.0,1071.0,UCDavis,0.031746031746031744,34.0
29,2021-12-30,6.397435897435897e-05,32455.28455284553,35967.47967479676,28422.764227642285,507317073.1707318,533333333.3333334,476747967.4796749,6.397435897435897e-05,126.0,4167.0,UCDavis,0.03023758099352052,126.0
30,2021-12-31,,,,,,,,,0.0,,UCDavis,,0.0
31,2022-01-01,,,,,,,,,0.0,13.0,UCDavis,0.0,0.0
32,2022-01-02,,,,,,,,,81.0,2018.0,UCDavis,0.04013875123885035,81.0
33,2022-01-03,0.0001428211586901,22483.271375464687,24703.84138785626,20262.701363073116,157422552.6641884,165353159.85130113,149095415.11771995,0.0001428211586901,186.0,5510.0,UCDavis,0.033756805807622504,186.0
34,2022-01-04,,,,,,,,,398.0,7437.0,UCDavis,0.053516202769934115,398.0
35,2022-01-05,0.0008420025645661,220948.4586666667,234599.2979753087,207298.8125761317,262408296.55967084,273312842.5349794,251960936.5596708,0.0008420025645661,289.0,5887.0,UCDavis,0.04909121793782911,289.0
36,2022-01-06,0.002082214545701,1125284.3385806452,1166127.194666667,1087084.862451613,540426701.4193549,555381988.1290324,528166412.0430108,0.002082214545701,319.0,5535.0,UCDavis,0.05763324299909666,319.0
37,2022-01-07,0.0008059809338215,413203.26320398017,448809.7233830845,378012.62392039807,512671262.8855722,525213228.2587065,500331776.159204,0.0008059809338215,204.0,4604.0,UCDavis,0.044309296264118156,204.0
38,2022-01-08,0.000332205756544,218910.42457971015,237236.07826086963,200709.14944927537,658960358.9565219,683494457.2753625,634849968.4637682,0.000332205756544,199.0,4637.0,UCDavis,0.042915678240241534,199.0
39,2022-01-09,0.0005776248176458,392989.7253333335,422096.19710144936,365895.6445217392,680354640.8115944,702746670.4927537,657508562.6666667,0.0005776248176458,133.0,2821.0,UCDavis,0.04714640198511166,133.0
40,2022-01-10,0.0006349694161771,256563.73480459777,273481.7197241379,239647.08708045975,404056838.4367816,420459194.8505747,386886807.1724139,0.0006349694161771,117.0,3417.0,UCDavis,0.03424056189640035,117.0
41,2022-01-11,,,,,,,,,121.0,2832.0,UCDavis,0.042725988700564974,121.0
42,2022-01-12,,,,,,,,,226.0,5735.0,UCDavis,0.03940714908456844,226.0
43,2022-01-13,1.1809281483386352e-05,6296.8476608,9590.161640533335,3861.333333333334,533211751.2533334,542766967.6800001,524427652.9066666,1.1809281483386352e-05,160.0,4600.0,UCDavis,0.034782608695652174,160.0
44,2022-01-14,2.1743186275763066e-05,8670.117305435897,11903.206506666666,5692.20384,398751001.6000001,405071990.1538461,392432078.7692308,2.1743186275763066e-05,107.0,4153.0,UCDavis,0.0257645075848784,107.0
45,2022-01-15,0.0001522977223257,52153.69919012346,58383.117491358025,46384.35517037037,342445693.82716054,353699634.6666667,329559213.1358025,0.0001522977223257,91.0,3427.0,UCDavis,0.026553837175372047,91.0
46,2022-01-16,6.45311562641931e-05,6259.182505098039,9218.96801254902,3292.262847058824,96994736.6117647,100458152.627451,93879213.52156864,6.45311562641931e-05,52.0,1872.0,UCDavis,0.027777777777777776,52.0
47,2022-01-17,,,,,,,,,32.0,1907.0,UCDavis,0.016780283167278448,32.0
48,2022-01-18,8.379612676285772e-06,4470.085030845772,6807.98143840796,2741.0435438805966,533447690.6666668,564758422.2885572,504502694.0497512,8.379612676285772e-06,56.0,2042.0,UCDavis,0.02742409402546523,56.0
49,2022-01-19,4.576976514703172e-05,25437.98383589744,29845.181843223447,20946.96030476191,555781393.1135532,577786377.846154,533753380.45421255,4.576976514703172e-05,114.0,4584.0,UCDavis,0.024869109947643978,114.0
